CustomerID,first_purchase,last_purchase,historical_orders,historical_revenue,mean_order_value,median_order_value,std_order_value,max_order_value,total_units,active_purchase_days,country,monetary_value,frequency,bgnbd_recency,T,days_since_last_purchase,tenure_days,average_days_between_orders,historic_clv_annual_margin,R_score,F_score,M_score,RFM_score
12364,2011-08-19 15:24:00,2011-12-02 10:22:00,4,1313.1,328.275,304.69,223.8464428278159,623.92,1506,4,Belgium,229.7266666666667,3,104.79027777777777,111.89305555555555,7.102777777777778,111.89305555555555,34.930092592592594,1285.016744659459,5,4,4,544
12365,2011-02-21 13:51:00,2011-02-21 14:04:00,2,641.38,320.69,320.69,0.0,320.69,174,1,Cyprus,320.69,1,0.009027777777777777,290.9576388888889,290.9486111111111,290.9576388888889,0.009027777777777777,241.3791583826397,1,3,3,133
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,1,168.9,168.9,168.9,0.0,168.9,173,1,Denmark,0.0,0,0.0,3.834722222222222,3.834722222222222,3.834722222222222,,4822.917783411808,5,1,1,511
12370,2010-12-14 12:58:00,2011-10-19 14:51:00,4,3541.9399999999996,885.4849999999999,838.835,543.5706009035686,1587.07,2352,4,Cyprus,651.6233333333333,3,309.0784722222222,359.99444444444447,50.91597222222222,359.99444444444447,103.02615740740741,1077.3567092084752,3,4,5,345
12371,2011-10-11 10:43:00,2011-10-26 10:16:00,2,1887.96,943.98,943.98,825.8724361546401,1527.96,591,2,Switzerland,360.0,1,14.98125,59.08819444444445,44.106944444444444,59.08819444444445,14.98125,3498.6958383771907,3,3,4,334
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,1298.04,432.68,399.22,72.3466847892839,515.7,794,3,Denmark,449.41,2,224.9763888888889,296.0027777777778,71.02638888888889,296.0027777777778,112.48819444444445,480.1825883766105,3,3,4,334
12373,2011-02-01 13:10:00,2011-02-01 13:10:00,1,364.6,364.6,364.6,0.0,364.6,197,1,Austria,0.0,0,0.0,310.9861111111111,310.9861111111111,310.9861111111111,,128.37775892099506,1,1,2,112
12374,2011-11-14 15:37:00,2011-11-14 15:37:00,1,742.9300000000001,742.9300000000001,742.9300000000001,0.0,742.9300000000001,342,1,Austria,0.0,0,0.0,24.884027777777778,24.884027777777778,24.884027777777778,,3269.198850221863,4,1,3,413
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,457.5,228.75,228.75,2.1920310216782832,230.3,178,2,Finland,227.20000000000002,1,87.84236111111112,97.93541666666667,10.093055555555555,97.93541666666667,87.84236111111112,511.5233253206833,5,3,2,532
12377,2010-12-20 09:37:00,2011-01-28 15:45:00,2,1628.12,814.06,814.06,265.10847440246033,1001.52,944,2,Switzerland,626.6,1,39.25555555555555,354.13402777777776,314.87847222222223,354.13402777777776,39.25555555555555,503.4227891590009,1,3,4,134
12378,2011-08-02 10:34:00,2011-08-02 10:34:00,1,4008.62,4008.62,4008.62,0.0,4008.62,2529,1,Switzerland,0.0,0,0.0,129.09444444444443,129.09444444444443,129.09444444444443,,3400.176451349142,2,1,5,215
12379,2011-06-22 16:32:00,2011-09-19 10:09:00,2,852.24,426.12,426.12,47.68728132322072,459.84,407,2,Belgium,392.40000000000003,1,88.73402777777778,169.84583333333333,81.11180555555555,169.84583333333333,88.73402777777778,549.441091185634,2,3,3,233
12380,2011-06-07 09:49:00,2011-11-18 11:27:00,4,2724.8100000000004,681.2025000000001,616.78,252.02131541796223,1040.39,1127,4,Belgium,705.7533333333334,3,164.06805555555556,185.12569444444443,21.05763888888889,185.12569444444443,54.68935185185185,1611.697910953894,4,4,5,445
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,5,1845.31,369.062,147.01,530.5532164825693,1268.74,808,5,Norway,144.14249999999998,4,115.11597222222223,119.12013888888889,4.004166666666666,119.12013888888889,28.778993055555556,1696.2828190493956,5,4,4,544
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1850.56,370.11199999999997,357.07,253.75093806723163,651.16,1532,5,Belgium,312.46,4,167.73194444444445,351.93194444444447,184.2,351.93194444444447,41.93298611111111,575.7826852571717,1,4,4,144
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,585.27,292.635,292.635,0.07778174593052987,292.69,126,2,Switzerland,292.58,1,92.8861111111111,121.06041666666667,28.174305555555556,121.06041666666667,92.8861111111111,529.3808394568828,4,3,3,433
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,2,401.9,200.95,200.95,81.95367593952083,258.9,354,2,Australia,143.0,1,29.113888888888887,366.12291666666664,337.00902777777776,366.12291666666664,29.113888888888887,120.20020598728797,1,3,2,132
12388,2011-01-17 11:12:00,2011-11-24 12:30:00,6,2780.66,463.4433333333333,358.85,327.1524836321233,902.09,1462,6,Australia,469.872,5,311.0541666666667,326.06805555555553,15.01388888888889,326.06805555555553,62.21083333333333,933.7997538005444,4,5,5,455
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,549.84,549.84,549.84,0.0,549.84,353,1,Belgium,0.0,0,0.0,79.13680555555555,79.13680555555555,79.13680555555555,,760.8025062084821,2,1,3,213
12391,2011-11-18 12:07:00,2011-11-18 12:07:00,1,439.66,439.66,439.66,0.0,439.66,293,1,Cyprus,0.0,0,0.0,21.02986111111111,21.02986111111111,21.02986111111111,,2289.257629693227,4,1,2,412
12393,2011-01-11 09:47:00,2011-09-28 15:41:00,4,1582.6,395.65,442.05,151.42475579199944,521.5,816,4,Australia,373.3666666666666,3,260.24583333333334,332.12708333333336,71.88125,332.12708333333336,86.74861111111112,521.7722633780994,2,4,4,244
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,1272.48,636.24,636.24,360.8507325751189,891.4,819,2,Belgium,891.4,1,153.7548611111111,216.95069444444445,63.19583333333333,216.95069444444445,153.7548611111111,642.2498916484479,3,3,4,334
12395,2010-12-03 16:35:00,2011-11-20 15:21:00,12,3018.63,251.5525,253.27499999999998,74.69311385139987,346.68,2118,11,Belgium,242.9572727272727,11,351.9486111111111,370.84375,18.895138888888887,370.84375,31.995328282828282,891.3187427319458,4,5,5,455
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,2409.8999999999996,1204.9499999999998,1204.9499999999998,13.944145724998656,1214.81,1263,2,Belgium,1195.09,1,99.81319444444445,134.93680555555557,35.12361111111111,134.93680555555557,99.81319444444445,1955.612102373024,3,3,5,335
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1635.6599999999999,1635.6599999999999,1635.6599999999999,0.0,1635.6599999999999,1394,1,Switzerland,0.0,0,0.0,45.09930555555555,45.09930555555555,45.09930555555555,,3971.3420815176382,3,1,4,314
12399,2011-03-23 09:42:00,2011-08-12 13:15:00,4,1108.65,277.1625,248.835,150.35819196727084,480.90000000000003,1178,4,Belgium,273.53333333333336,3,142.14791666666667,261.13055555555553,118.98263888888889,261.13055555555553,47.38263888888889,464.8907315412683,2,4,4,244
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,84.3,84.3,84.3,0.0,84.3,11,1,Belgium,0.0,0,0.0,302.9583333333333,302.9583333333333,302.9583333333333,,30.469041397331868,1,1,1,111
12402,2011-01-20 13:49:00,2011-01-20 13:49:00,1,225.6,225.6,225.6,0.0,225.6,94,1,Belgium,0.0,0,0.0,322.9590277777778,322.9590277777778,322.9590277777778,,76.49019806003942,1,1,1,111
12403,2011-10-21 10:51:00,2011-10-21 10:51:00,1,427.7,427.7,427.7,0.0,427.7,96,1,Denmark,0.0,0,0.0,49.08263888888889,49.08263888888889,49.08263888888889,,954.1693572348222,3,1,2,312
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1710.39,1710.39,1710.39,0.0,1710.39,857,1,Finland,0.0,0,0.0,148.1652777777778,148.1652777777778,148.1652777777778,,1264.0458534481947,2,1,4,214
12406,2011-06-09 10:23:00,2011-11-17 19:22:00,2,3415.3,1707.65,1707.65,122.1880517890353,1794.05,1818,2,Denmark,1794.05,1,161.37430555555557,183.10208333333333,21.727777777777778,183.10208333333333,161.37430555555557,2042.4418072796366,4,3,5,435
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1708.12,341.62399999999997,269.66,214.995322925872,719.06,1416,5,Belgium,370.45500000000004,4,214.86805555555554,263.9784722222222,49.110416666666666,263.9784722222222,53.717013888888886,708.5393684775431,3,4,4,344
12408,2011-03-24 14:46:00,2011-11-07 12:27:00,5,2888.55,577.71,654.18,286.6105120193605,762.89,1409,4,Belgium,531.415,4,227.90347222222223,259.9194444444444,32.015972222222224,259.9194444444444,56.97586805555556,1216.9009735922457,4,4,5,445
12409,2011-06-10 12:19:00,2011-09-22 10:38:00,3,11072.67,3690.89,4860.64,3262.336652017998,6207.08,5551,3,Switzerland,2432.795,2,103.92986111111111,182.02152777777778,78.09166666666667,182.02152777777778,51.964930555555554,6661.065753058819,2,3,5,235
12410,2011-02-04 10:38:00,2011-02-04 10:39:00,2,693.3299999999999,346.66499999999996,346.66499999999996,394.0918223586985,625.3299999999999,211,1,Switzerland,68.0,1,0.0006944444444444445,308.09166666666664,308.0909722222222,308.09166666666664,0.0006944444444444445,246.41898244570066,1,3,3,133
12412,2011-06-23 13:51:00,2011-09-26 10:16:00,3,1226.88,408.96000000000004,376.24,93.57361380218249,514.5,829,3,Denmark,356.19,2,94.85069444444444,168.95763888888888,74.10694444444445,168.95763888888888,47.42534722222222,795.1304296359624,2,3,4,234
12413,2011-01-06 16:12:00,2011-10-04 09:00:00,3,758.1,252.70000000000002,194.20000000000002,203.7007056934266,479.25,286,3,France,139.425,2,270.7,336.8597222222222,66.15972222222223,336.8597222222222,135.35,246.42883824869403,3,3,3,333
12414,2011-02-02 14:51:00,2011-05-06 14:51:00,3,562.41,187.47,165.85,48.29698437790916,242.8,300,3,Austria,204.325,2,93.0,309.9159722222222,216.91597222222222,309.9159722222222,46.5,198.71158804245775,1,3,3,133
12415,2011-01-06 11:12:00,2011-11-15 14:22:00,21,124914.53,5948.310952380953,828.0,7774.349436419039,22775.93,77374,16,Australia,5895.157499999999,20,313.13194444444446,337.06805555555553,23.93611111111111,337.06805555555553,15.656597222222222,40579.76070279246,4,5,5,455
12417,2010-12-17 11:51:00,2011-12-06 14:52:00,9,3649.1,405.4555555555555,410.0,81.78530783568513,562.69,1552,9,Belgium,419.72,8,354.12569444444443,357.0409722222222,2.915277777777778,357.0409722222222,44.265711805555554,1119.13332386767,5,5,5,555
12418,2011-08-19 11:08:00,2011-08-19 11:08:00,1,668.58,668.58,668.58,0.0,668.58,407,1,Switzerland,0.0,0,0.0,112.07083333333334,112.07083333333334,112.07083333333334,,653.2432018440719,2,1,3,213
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,600.39,600.39,0.0,600.39,345,1,Cyprus,0.0,0,0.0,63.16319444444444,63.16319444444444,63.16319444444444,,1040.838823594085,3,1,3,313
12421,2011-01-24 15:09:00,2011-11-24 09:07:00,4,807.04,201.76,205.12,40.07635462464121,239.35,484,4,Spain,216.52999999999997,3,303.74861111111113,318.9034722222222,15.154861111111112,318.9034722222222,101.24953703703704,277.10855383355727,4,4,3,443
12422,2011-01-19 09:13:00,2011-09-05 09:48:00,3,803.56,267.8533333333333,238.5,137.2054755953032,417.36,370,3,Australia,282.53,2,229.02430555555554,324.15069444444447,95.12638888888888,324.15069444444447,114.51215277777777,271.44726668194875,2,3,3,233
12423,2010-12-21 10:54:00,2011-12-09 10:10:00,8,1859.31,232.41375,223.28500000000003,83.74813634386994,347.35,1339,8,Belgium,231.6257142857143,7,352.96944444444443,353.0805555555556,0.1111111111111111,353.0805555555556,50.42420634920635,576.6232147212235,5,5,4,554
12424,2011-06-30 12:06:00,2011-06-30 12:06:00,2,1760.9600000000003,880.4800000000001,880.4800000000001,828.5028733806541,1466.3200000000002,740,1,Australia,294.64000000000004,1,0.0,162.03055555555557,162.03055555555557,162.03055555555557,0.0,1190.0540570194237,2,3,4,234
12425,2011-09-22 17:31:00,2011-09-22 17:31:00,1,777.2,777.2,777.2,0.0,777.2,496,1,Portugal,0.0,0,0.0,77.80486111111111,77.80486111111111,77.80486111111111,,1093.8056926605916,2,1,3,213
12426,2011-05-29 12:26:00,2011-05-29 12:26:00,1,582.73,582.73,582.73,0.0,582.73,258,1,Germany,0.0,0,0.0,194.01666666666668,194.01666666666668,194.01666666666668,,328.88378146207367,1,1,3,113
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,825.8,275.26666666666665,282.58,32.51285489361604,303.5,533,3,Germany,261.15,2,349.925,371.0875,21.1625,371.0875,174.9625,243.67595243709368,4,3,3,433
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,7956.46,884.0511111111111,558.4,768.3008857284436,2474.62,3536,7,Finland,751.6324999999999,8,257.9506944444444,283.13680555555555,25.18611111111111,283.13680555555555,32.24383680555555,3077.072118160391,4,5,5,455
12429,2010-12-09 12:05:00,2011-11-30 17:22:00,4,3750.4,937.6,1015.46,367.0537294002973,1281.5,1557,4,Denmark,822.9666666666667,3,356.22013888888887,365.03125,8.811111111111112,365.03125,118.74004629629628,1125.0236794794964,5,4,5,545
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,256.4,256.4,0.0,256.4,117,1,Norway,0.0,0,0.0,42.90347222222222,42.90347222222222,42.90347222222222,,654.394587332675,3,1,2,312
12431,2010-12-01 10:03:00,2011-11-04 11:55:00,15,6419.95,427.99666666666667,472.09,164.5911814451911,640.1,2896,14,Australia,432.9785714285714,14,338.0777777777778,373.11597222222224,35.03819444444444,373.11597222222224,24.1484126984127,1884.0912138205463,3,5,5,355
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,5059.32,1011.8639999999999,700.0,1087.3683086608694,2862.06,1801,3,Norway,549.315,4,129.92777777777778,171.97430555555556,42.046527777777776,171.97430555555556,32.481944444444444,3221.3855332070757,3,4,5,345
12433,2010-12-01 13:24:00,2011-12-09 10:02:00,7,13375.87,1910.8385714285716,1919.1399999999999,966.506920261974,2843.29,11071,6,Norway,1909.455,6,372.8597222222222,372.9763888888889,0.11666666666666667,372.9763888888889,62.143287037037034,3926.944998752527,5,5,5,555
12434,2011-03-24 13:05:00,2011-09-16 12:38:00,2,806.14,403.07,403.07,165.20842835642495,519.89,394,2,Australia,519.89,1,175.98125,259.9895833333333,84.00833333333334,259.9895833333333,175.98125,339.5225642052967,2,3,3,233
12435,2011-03-17 07:40:00,2011-09-21 09:06:00,2,7829.89,3914.945,3914.945,90.57330760218497,3978.9900000000002,2055,2,Denmark,3850.9,1,188.05972222222223,267.21527777777777,79.15555555555555,267.21527777777777,188.05972222222223,3208.547662881052,2,3,5,235
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01,509.01,509.01,0.0,509.01,211,1,Norway,0.0,0,0.0,99.02847222222222,99.02847222222222,99.02847222222222,,562.8340390319844,2,1,3,213
12437,2011-01-12 14:13:00,2011-12-08 11:35:00,18,4951.41,275.0783333333333,261.97,158.14167405693354,736.55,2922,15,France,268.1594117647059,17,329.8902777777778,330.9423611111111,1.0520833333333333,330.9423611111111,19.40531045751634,1638.2894990525792,5,5,5,555
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,2906.85,1453.425,1453.425,796.704281430695,2016.78,1180,2,Norway,2016.78,1,125.99930555555555,139.97291666666666,13.973611111111111,139.97291666666666,125.99930555555555,2274.0118772976916,4,3,5,435
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,173.55,173.55,0.0,173.55,121,1,France,0.0,0,0.0,366.08680555555554,366.08680555555554,366.08680555555554,,51.910434114556175,1,1,1,111
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,172.06,172.06,0.0,172.06,182,1,Spain,0.0,0,0.0,2.936111111111111,2.936111111111111,2.936111111111111,,6416.845033112583,5,1,1,511
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,5005.46,1001.092,879.01,506.5277346503349,1870.2,1153,5,Norway,783.8149999999999,4,149.97430555555556,170.95138888888889,20.977083333333333,170.95138888888889,37.49357638888889,3206.1621351098834,4,4,5,445
12445,2011-11-17 18:43:00,2011-11-17 18:43:00,1,133.4,133.4,133.4,0.0,133.4,62,1,Spain,0.0,0,0.0,21.75486111111111,21.75486111111111,21.75486111111111,,671.4499313691066,4,1,1,411
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3100000000001,1002.3100000000001,1002.3100000000001,0.0,1002.3100000000001,351,1,RSA,0.0,0,0.0,57.0,57.0,57.0,,1925.4902631578946,3,1,4,314
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,476.49,476.49,0.0,476.49,190,1,Belgium,0.0,0,0.0,242.97569444444446,242.97569444444446,242.97569444444446,,214.73610814982067,1,1,2,112
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,449.45,449.45,0.0,449.45,243,1,Spain,0.0,0,0.0,43.96111111111111,43.96111111111111,43.96111111111111,,1119.5070769619613,3,1,2,312
12449,2011-06-05 15:37:00,2011-11-17 13:46:00,4,4067.29,1016.8225,973.315,253.78231845093805,1342.71,1553,4,Belgium,1069.4533333333334,3,164.92291666666668,186.8840277777778,21.961111111111112,186.8840277777778,54.97430555555556,2383.126371449911,4,4,5,445
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,2,197.88,98.94,98.94,4.157787873376896,101.88,128,2,Spain,96.0,1,17.00347222222222,172.92638888888888,155.92291666666668,172.92638888888888,17.00347222222222,125.30106098452295,2,3,1,231
12451,2011-01-19 09:05:00,2011-11-29 08:40:00,5,9035.52,1807.104,2388.31,1148.3161166812909,2919.5099999999998,6575,5,Switzerland,1529.0025,4,313.9826388888889,324.15625,10.17361111111111,324.15625,78.49565972222223,3052.1991786368453,5,4,5,545
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,430.57,215.285,215.285,191.32188178564417,350.57,185,1,Switzerland,80.0,1,0.09930555555555555,16.197916666666668,16.09861111111111,16.197916666666668,0.09930555555555555,2910.708578778135,4,3,2,432
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,707.09,707.09,0.0,707.09,473,1,Austria,0.0,0,0.0,133.94583333333333,133.94583333333333,133.94583333333333,,578.0422807727005,2,1,3,213
12454,2011-10-14 17:13:00,2011-10-14 17:13:00,1,3528.34,3528.34,3528.34,0.0,3528.34,1006,1,Spain,0.0,0,0.0,55.81736111111111,55.81736111111111,55.81736111111111,,6921.739442875449,3,1,5,315
12455,2011-02-16 09:56:00,2011-09-27 15:31:00,6,2466.86,411.1433333333334,199.45,632.4667106391188,1683.9,2089,6,Cyprus,156.592,5,223.23263888888889,296.12083333333334,72.88819444444445,296.12083333333334,44.64652777777778,912.1991416792132,2,5,5,255
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,3181.04,1060.3466666666666,940.1700000000001,229.723345425173,1325.23,1633,3,Switzerland,1120.435,2,210.22847222222222,254.1513888888889,43.922916666666666,254.1513888888889,105.11423611111111,1370.5369918410393,3,3,5,335
12457,2011-04-14 18:57:00,2011-10-04 13:13:00,7,2363.23,337.6042857142857,196.35,253.38797319901505,743.28,843,7,Switzerland,282.33,6,172.76111111111112,238.7451388888889,65.98402777777778,238.7451388888889,28.79351851851852,1083.8909064466116,3,5,5,355
12458,2011-02-28 10:55:00,2011-09-29 15:25:00,2,947.4000000000001,473.70000000000005,473.70000000000005,44.94370701221694,505.48,506,2,Switzerland,505.48,1,213.1875,284.0798611111111,70.89236111111111,284.0798611111111,213.1875,365.1800574466786,3,3,4,334
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,826.88,413.44,413.44,301.8497427529134,626.88,287,2,Switzerland,200.0,1,60.27361111111111,154.10208333333333,93.82847222222222,154.10208333333333,60.27361111111111,587.554418742987,2,3,3,233
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,1189.5900000000001,594.7950000000001,594.7950000000001,236.61914218845442,762.11,536,2,Spain,427.48,1,284.76875,302.92083333333335,18.152083333333334,302.92083333333335,284.76875,430.01368894513143,4,3,4,434
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1344.78,336.195,344.20500000000004,27.298125088242475,358.99,776,4,Belgium,331.40333333333336,3,188.03958333333333,241.00208333333333,52.9625,241.00208333333333,62.67986111111111,611.0047181473188,3,4,4,344
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,1212.05,151.50625,149.77499999999998,82.31924110046899,281.9,112,7,Belgium,142.59285714285713,7,299.00208333333336,308.97222222222223,9.970138888888888,308.97222222222223,42.71458333333334,429.5514789175581,5,5,4,554
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,742.19,371.095,371.095,98.77574626394885,440.94,479,2,Belgium,301.25,1,152.12291666666667,168.9673611111111,16.844444444444445,168.9673611111111,152.12291666666667,480.9793114219134,4,3,3,433
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,2,729.5400000000001,364.77000000000004,364.77000000000004,203.9013114229529,508.95000000000005,366,2,Germany,508.95000000000005,1,128.92152777777778,315.97291666666666,187.05138888888888,315.97291666666666,128.92152777777778,252.8211305030099,1,3,3,133
12471,2010-12-10 09:35:00,2011-12-07 15:43:00,30,19788.65,659.6216666666667,560.27,615.7383696415634,2238.5099999999998,8200,20,Germany,615.2289655172414,29,362.25555555555553,364.1354166666667,1.8798611111111112,364.1354166666667,12.491570881226053,5950.690528363418,5,5,5,555
12472,2010-12-05 14:19:00,2011-11-07 14:01:00,7,6572.110000000001,938.8728571428572,825.36,494.6683528289193,1631.3,4148,7,Germany,823.4683333333334,6,336.9875,368.93819444444443,31.950694444444444,368.93819444444443,56.16458333333333,1950.5869975963303,4,5,5,455
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,3928.05,785.61,661.6899999999999,618.2356287856596,1697.98,2414,4,Germany,816.59,4,162.14652777777778,191.10763888888889,28.961111111111112,191.10763888888889,40.536631944444444,2250.6765166518285,4,4,5,445
12474,2011-01-14 10:06:00,2011-11-22 14:39:00,18,7324.09,406.8938888888889,421.96500000000003,253.48995852345357,806.47,4833,17,Germany,428.03470588235297,17,312.18958333333336,329.1138888888889,16.924305555555556,329.1138888888889,18.364093137254905,2436.8095120736657,4,5,5,455
12475,2011-10-17 10:10:00,2011-10-17 10:10:00,1,723.38,723.38,723.38,0.0,723.38,535,1,Germany,0.0,0,0.0,53.111111111111114,53.111111111111114,53.111111111111114,,1491.4037447698743,3,1,3,313
12476,2010-12-13 14:39:00,2011-11-24 12:40:00,11,6816.42,619.6745454545454,533.6,527.3353669983389,1750.46,2408,10,Germany,680.397,10,345.9173611111111,360.9243055555556,15.006944444444445,360.9243055555556,34.59173611111111,2068.0180816614748,4,5,5,455
12477,2011-02-11 12:45:00,2011-11-17 09:51:00,6,13219.74,2203.29,2129.355,1132.6246460323912,4257.0599999999995,3653,6,Germany,2172.7580000000003,5,278.87916666666666,301.00347222222223,22.124305555555555,301.00347222222223,55.77583333333333,4809.119042092998,4,5,5,455
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99,680.99,680.99,0.0,680.99,236,1,Greece,0.0,0,0.0,3.120833333333333,3.120833333333333,3.120833333333333,,23893.7479305741,5,1,3,513
