CustomerID,discounted_clv_12m,ltv_tier,probability_alive,risk_tier,recommended_action
16446,138876.67766228344,Whales,0.9832630804813686,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16333,7657.53428459415,Whales,0.998443289567356,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14680,7005.570495777569,Whales,0.9963391983397206,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13081,6927.480517345213,Whales,0.9972078186407014,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13408,6698.346583327666,Whales,0.9995826266161384,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17857,6598.300770581835,Whales,0.9987936267678539,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13868,6302.520379216269,Whales,0.9808463875563472,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12744,6151.203422518236,Whales,0.9906979144242128,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13777,6120.104828017079,Whales,0.9993298156001479,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12901,5739.320507489212,Whales,0.9983901575092464,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14607,5544.580639765573,Whales,0.9967910468772888,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12753,5262.016112699965,Whales,0.9944149380299164,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17381,5054.609092486908,Whales,0.9986749273422295,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17675,5029.002475246929,Whales,0.999244233165952,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15039,4817.816318863479,Whales,0.9987043764654832,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13881,4814.772138452277,Whales,0.9986800323894091,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12678,4806.598972563492,Whales,0.9931005950759957,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12731,4787.574692451498,Whales,0.996267204792528,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16210,4772.7211444238155,Whales,0.9986962444352564,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12471,4576.657252213068,Whales,0.9991556045591125,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16986,4546.197580356565,Whales,0.9645761227242012,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15189,4357.592137196054,Whales,0.9994047318461141,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15159,4348.308839382234,Whales,0.9992050865428969,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17428,4304.822274717542,Whales,0.9992013411855953,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13767,4172.98148452903,Whales,0.9992971046678819,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16133,4104.0123397649095,Whales,0.9991209657935088,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12921,4060.512680034273,Whales,0.9987073891018329,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16839,4050.5086838167354,Whales,0.9987423560157659,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14031,3992.0524247923713,Whales,0.9983985050387991,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12762,3949.5077929342333,Whales,0.9802451005250589,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17677,3918.633015423303,Whales,0.9992010464909744,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14051,3863.8473777583463,Whales,0.9990249668919361,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14547,3853.3386255059154,Whales,0.996271769934475,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14866,3825.2857650171427,Whales,0.9974537136706327,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12477,3756.1126599810286,Whales,0.9940883404379881,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15856,3742.997884404051,Whales,0.9989481722084214,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12798,3686.9976026611025,Whales,0.9893360510946062,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15513,3667.4760167007717,Whales,0.9946498403961255,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16180,3556.885959242036,Whales,0.9386750634245363,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17509,3548.9753256250197,Whales,0.6050627103729822,High latent risk,Priority targeted retention; test a reversible offer
16705,3467.4065039548773,Whales,0.9988781499948475,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12621,3437.724467722211,Whales,0.9988220025751842,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12557,3416.3059306490954,Whales,0.9939743667090517,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17107,3361.788194587819,Whales,0.9925509528474001,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12540,3307.9569761101966,Whales,0.9970751460020509,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15498,3296.840816135369,Whales,0.9990652156191624,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17735,3282.1066642407577,Whales,0.9987170849528687,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12681,3281.9935959006266,Whales,0.9978678797693409,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14194,3254.0557059911557,Whales,0.9986493623143842,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16525,3236.8906521618264,Whales,0.9990387025585854,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12433,3211.6865569485167,Whales,0.9965589936513918,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15640,3139.643161741242,Whales,0.9982653673186845,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12409,3115.3735951320155,Whales,0.9718566651975401,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13078,3107.0832212023192,Whales,0.9989785128687277,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14121,3098.2747660911173,Whales,0.992722389475442,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16240,3090.305402785974,Whales,0.9762654068563202,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12950,3078.6930898169985,Whales,0.9898635391217155,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13113,3056.2447048435806,Whales,0.9990720720357223,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12757,3053.0742941209683,Whales,0.9962756997240693,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12682,3011.5800401327947,Whales,0.9991039254539555,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15251,2935.5779954231316,Whales,0.9970743045304234,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14606,2925.053015802166,Whales,0.9997255895966136,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12939,2893.8176878850436,Whales,0.9880517431765341,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14769,2876.5018637273124,Whales,0.9969160417309391,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15482,2871.4482042948207,Whales,0.997029060490223,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16360,2828.2583192437646,Whales,0.995170275529205,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14258,2825.2151333933207,Whales,0.9968110380866673,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13536,2798.0183953084784,Whales,0.9964071363526964,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17728,2796.3023409429443,Whales,0.9899583876764773,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14895,2784.8457719180687,Whales,0.9982993709935384,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14367,2755.1740365235923,Whales,0.997916248072671,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12971,2752.6326177976625,Whales,0.9995313336510541,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16843,2711.9445574958336,Whales,0.990976051036784,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17528,2700.9617369210973,Whales,0.996847026515532,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17706,2671.7577513537017,Whales,0.9984435653215037,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16779,2647.9751208932407,Whales,0.9988783396692932,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13001,2642.401659151852,Whales,0.9979922724355478,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17139,2632.664972806254,Whales,0.9967371794521301,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17581,2624.7737849297487,Whales,0.9991092571680728,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15125,2618.585454006872,Whales,0.9950353139640808,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13319,2616.1329139219333,Whales,0.9988361059478824,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15502,2608.985568927525,Whales,0.997070186307449,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17340,2607.9044890255404,Whales,0.9954480744411751,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16523,2556.1954030254324,Whales,0.9988628190458101,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14062,2556.184126198311,Whales,0.997517640118839,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13340,2546.9230053030933,Whales,0.9907578146339272,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17865,2537.5544061561486,Whales,0.9950829064441905,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12435,2534.447796692018,Whales,0.9729163518372386,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14554,2522.3383848391923,Whales,0.9904779178975515,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12830,2496.147063625118,Whales,0.9884667776921434,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15444,2476.311563041484,Whales,0.9801242225868247,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12882,2465.145258038406,Whales,0.9798024242938276,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15615,2451.2618120424095,Whales,0.9983084400303677,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16729,2429.0981716213064,Whales,0.9812152085355401,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14056,2427.712786605074,Whales,0.9989645669561795,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17203,2427.1511821861413,Whales,0.9650337218336436,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12709,2417.3819471873753,Whales,0.9974199173996404,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15993,2377.8065470214106,Whales,0.9937507796101943,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13199,2371.921793732525,Whales,0.9992380485647417,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16672,2370.5957321363994,Whales,0.9987428719325855,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15078,2356.988884459217,Whales,0.9988321394333268,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17183,2345.479831993896,Whales,0.9946688522364402,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14936,2334.248043548449,Whales,0.9932462715153829,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13985,2322.632988359549,Whales,0.9981902148336811,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12627,2295.5442393402004,Whales,0.9950678641536842,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13090,2282.174065158536,Whales,0.9978873639555749,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13458,2277.3835639300646,Whales,0.9979488922836693,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13969,2276.6648207151197,Whales,0.998318751659868,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16182,2247.279195895326,Whales,0.9844518602528514,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17306,2228.3650768629536,Whales,0.9981092547122388,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12438,2223.247237971595,Whales,0.980983131947332,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16033,2220.142557082944,Whales,0.9985811996098077,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14667,2214.662138103248,Whales,0.9983783187203891,Low latent risk,VIP service and loyalty perks; avoid blanket discount
18172,2193.5594086321325,Whales,0.9974241664094461,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16187,2190.871161320404,Whales,0.993665435139511,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12683,2182.240129297017,Whales,0.998266446939206,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16656,2166.732701121255,Whales,0.9966424439732269,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13018,2136.3466860765284,Whales,0.9970672159385194,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13471,2132.966028123515,Whales,0.9932126977245009,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12567,2126.512149984299,Whales,0.9960735079207582,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17243,2110.23577514545,Whales,0.9990928562685314,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17173,2106.111283058323,Whales,0.9963378497693326,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16126,2095.690561001633,Whales,0.9909516279300722,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14216,2095.216294575027,Whales,0.9925635843902297,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17811,2085.1536808129995,Whales,0.9991567034283119,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12474,2077.8195361029134,Whales,0.997200648834881,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14733,2070.5436987582143,Whales,0.9969885052249813,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12451,2066.8635435425385,Whales,0.9942705185414042,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12428,2060.405493994445,Whales,0.9948468088933328,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13629,2059.227158279159,Whales,0.995971887263503,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13263,2057.616815733566,Whales,0.9993117063964003,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14527,2054.9427632232237,Whales,0.9994815703819451,Low latent risk,VIP service and loyalty perks; avoid blanket discount
18092,2051.1002624208145,Whales,0.997789926622381,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15290,2048.8313622466403,Whales,0.998509842317937,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15249,2042.8859121142038,Whales,0.9931984752198902,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15484,2037.7347769359562,Whales,0.9932617952712661,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12359,2028.3615417137862,Whales,0.9880807535957853,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15358,2024.793609679853,Whales,0.9987376636257397,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17017,2023.5983819919438,Whales,0.9987620898134814,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16558,2015.5270356171818,Whales,0.9988741946298518,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13488,2012.631150408753,Whales,0.9970278178030716,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13854,2008.2177320778874,Whales,0.9985488421570793,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14952,1993.3632546002718,Whales,0.9891780109177802,Low latent risk,VIP service and loyalty perks; avoid blanket discount
18109,1968.9011773041245,Whales,0.9990885882597911,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13521,1966.4075568022797,Whales,0.9901585157754679,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15113,1966.3602862588696,Whales,0.9879240441875836,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16041,1962.3395846035914,Whales,0.985090300836184,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12700,1951.2150420105688,Whales,0.9927458470765052,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17084,1948.1667851169054,Whales,0.9597542602276856,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16258,1943.536531244593,Whales,0.9881628477565184,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16609,1929.7910724874218,Whales,0.9951770546080756,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12685,1928.2304916832857,Whales,0.9860603805409893,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14849,1925.8771183082488,Whales,0.9968655140246316,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14796,1910.5505976447823,Whales,0.9986253314953277,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17396,1909.0437794775455,Whales,0.9937589349890356,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16532,1895.6817598222112,Whales,0.989360200336748,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13685,1895.4675938439611,Whales,0.9961075155224967,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15194,1891.8060194587447,Whales,0.9983249506627244,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14251,1887.8847338222138,Whales,0.9946977193270943,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12856,1885.3863358677365,Whales,0.9941097760812312,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16652,1882.2327892808028,Whales,0.9871258234977965,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15144,1861.8379952796774,Whales,0.9980837387291189,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16745,1860.8545107849282,Whales,0.8891073303641034,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17590,1858.7745848792883,Whales,0.9899892348442921,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12476,1857.53205473267,Whales,0.9968761091647077,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12912,1855.220322705941,Whales,0.9943606156401757,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15152,1854.3383592613359,Whales,0.9971272359509131,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14191,1852.7116874903795,Whales,0.9981446814821128,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14944,1849.0945039824176,Whales,0.9946590039791748,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13871,1833.2569801874763,Whales,0.9960635040934682,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13704,1822.2547847235571,Whales,0.9964355085061348,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12783,1815.784119139721,Whales,0.9955516575209705,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12449,1813.3936402182042,Whales,0.9906087667574413,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13316,1812.5722250345505,Whales,0.9894203134797441,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15044,1806.5202414173466,Whales,0.9970890798043944,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15187,1804.8156290253417,Whales,0.998496084221322,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16303,1798.383334182191,Whales,0.9886895340539621,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13324,1782.560626368705,Whales,0.9943678932104792,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12444,1781.5557209011945,Whales,0.9919721453147093,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12989,1780.26031893524,Whales,0.9983240667540323,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13139,1779.6728747357397,Whales,0.9951060827439314,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17651,1778.6178672960598,Whales,0.9962235386017735,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13709,1774.6517433300735,Whales,0.9980410894470101,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15814,1773.2576448120913,Whales,0.9874819641752711,Low latent risk,VIP service and loyalty perks; avoid blanket discount
18229,1768.507966957957,Whales,0.9981075521993931,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15465,1762.6592758903982,Whales,0.997150395331904,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17716,1759.6091547093918,Whales,0.9954732685393419,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16379,1744.3073643578011,Whales,0.9926495153302944,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15382,1737.953437027672,Whales,0.9948253963128166,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17086,1735.812967397188,Whales,0.9941503612253314,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14904,1732.1708717717395,Whales,0.9825071423501915,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14432,1729.3585897906569,Whales,0.99398007710051,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14456,1719.039015558733,Whales,0.9967312470490037,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17719,1712.409110998093,Whales,0.989932877747926,Low latent risk,VIP service and loyalty perks; avoid blanket discount
18055,1711.4770614346903,Whales,0.9972664304774089,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16713,1710.266567541962,Whales,0.9971058544741299,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16923,1710.1538890329582,Whales,0.997949634302769,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14418,1706.9895020965369,Whales,0.990065950851803,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17416,1704.3581093800187,Whales,0.9936645782260692,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15903,1703.5428716980005,Whales,0.9958855510762462,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12473,1700.592324033617,Whales,0.9908413730547169,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15150,1696.1481148021285,Whales,0.9960496955570929,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14961,1695.4099383325379,Whales,0.9967614629972761,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16746,1692.8923048217307,Whales,0.9985117566456096,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12705,1691.6955601957043,Whales,0.9963904476457978,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15023,1686.342568801698,Whales,0.9977436165818327,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14110,1681.1835251837506,Whales,0.9978594055930536,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12626,1679.816994691113,Whales,0.9955088974472378,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14101,1674.6260659777483,Whales,0.9861255423616547,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14125,1672.477084403769,Whales,0.9882746725113544,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17131,1672.1048725796707,Whales,0.9939078093741542,Low latent risk,VIP service and loyalty perks; avoid blanket discount
14049,1669.4347971260881,Whales,0.9922615583578611,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12583,1665.2569303594446,Whales,0.9983677998667237,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12766,1664.8682602745448,Whales,0.9963850863863486,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17049,1664.506183376055,Whales,0.9972440508118786,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13435,1662.7801785958168,Whales,0.9960530489570311,Low latent risk,VIP service and loyalty perks; avoid blanket discount
16353,1656.7825364654482,Whales,0.998857866345857,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13755,1646.41625613131,Whales,0.9967058439229608,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13555,1643.3662238072654,Whales,0.9769059045488319,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15804,1636.2993248737898,Whales,0.9982406038611856,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13576,1633.480616674869,Whales,0.9981016071746353,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17434,1627.4752647108608,Whales,0.9962093702567785,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15977,1624.1186960236823,Whales,0.9761606819606998,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15427,1623.721187703719,Whales,0.971639593315567,Low latent risk,VIP service and loyalty perks; avoid blanket discount
17338,1618.840414482921,Whales,0.9959053464063368,Low latent risk,VIP service and loyalty perks; avoid blanket discount
18223,1615.6659597199173,Whales,0.9981298287607695,Low latent risk,VIP service and loyalty perks; avoid blanket discount
12406,1615.2437275761615,Whales,0.9802827649109169,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15505,1613.0211940058643,Whales,0.9802271937251827,Low latent risk,VIP service and loyalty perks; avoid blanket discount
13027,1612.8186128693806,Whales,0.9739296634219278,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15694,1611.0570543855376,Whales,0.9983672392201942,Low latent risk,VIP service and loyalty perks; avoid blanket discount
15786,1608.6907236547945,Whales,0.9773384332993337,Low latent risk,VIP service and loyalty perks; avoid blanket discount
