CustomerID,historical_orders,days_since_last_purchase,frequency,bgnbd_recency,T,historical_revenue,mean_order_value,probability_alive,expected_orders_90d,expected_orders_365d,expected_monetary_value,expected_revenue_12m,expected_margin_12m,discounted_clv_12m,ltv_tier,risk_tier,recommended_action,max_cac_3x,max_cac_1_5x,max_cac_6m_payback,monetary_value_source
16684,28,3.9472222222222224,27,353.85555555555555,357.8027777777778,66653.56,2380.4842857142858,0.9989637150111683,6.088375066962072,24.557266957620545,2468.631360268691,60622.839334072196,18186.85180022165,17280.126326527406,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,5760.042108842469,11520.084217684938,8875.549587548798,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
15098,3,181.88680555555555,2,0.007638888888888889,181.89444444444445,39916.5,13305.5,0.6241166552738179,0.6545750148381865,2.631522704179499,21714.674616905617,57142.65926825739,17142.79778047722,16289.118573332144,Whales,High latent risk,Priority targeted retention; test a reversible offer,5429.706191110715,10859.41238222143,8382.040863632814,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
13694,50,3.1375,49,369.8888888888889,373.0263888888889,65039.62,1300.7924,0.9993656043657968,10.533012090502584,42.49203652820771,1314.9310771848407,55874.099363813766,16762.22980914413,15926.477273260298,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,5308.825757753432,10617.651515506865,8179.443891507247,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
15311,91,0.034722222222222224,90,373.0965277777778,373.13125,60632.75,666.2939560439561,0.9997588480358067,19.221508467229743,77.54423821616335,670.0428321394354,51957.96099045313,15587.388297135938,14810.207890466088,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,4936.735963488696,9873.471926977392,7606.083222660512,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
13089,97,2.158333333333333,96,366.94097222222223,369.09930555555553,58762.08,605.7946391752578,0.9996304980138551,20.68656718182354,83.45153123695752,605.5986346453203,50538.133376162776,15161.440012848832,14405.507408210404,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,4801.835802736801,9603.671605473603,7398.401263426508,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
17949,45,0.7527777777777778,44,370.2319444444444,370.9847222222222,58510.48,1300.232888888889,0.9994714637245484,9.52057420597109,38.4067905325709,1305.2022154281362,50128.62809059591,15038.588427178773,14288.78170278687,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,4762.92723426229,9525.85446852458,7338.463112782325,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
15769,26,6.956944444444445,25,363.94166666666666,370.8986111111111,56252.72,2163.566153846154,0.9986895504057492,5.472454580454894,22.075710172848147,2262.445031485212,49945.08079706784,14983.524239120352,14236.470663554424,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,4745.490221184808,9490.980442369617,7311.718180070957,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
18139,6,17.0875,5,0.8597222222222223,17.947222222222223,8438.34,1406.39,0.9793094627662197,7.273559288387325,29.03509338775962,1654.1027563293057,48027.02800297199,14408.108400891597,13692.274383712182,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,4564.091461237394,9128.182922474787,7070.925640403098,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
14088,13,9.856944444444444,12,312.13125,321.98819444444445,50491.81,3883.9853846153846,0.9975289952179219,3.05732800514271,12.325951125689377,3632.267690984573,44771.15403449646,13431.346210348936,12761.822875058435,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,4253.940958352811,8507.881916705623,6556.567321609271,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
15061,48,3.0305555555555554,47,368.86597222222224,371.8965277777778,54534.14,1136.1279166666666,0.999355793209194,10.136198727117945,40.890723889197595,1077.6636992581039,44066.4487717744,13219.93463153232,12560.801250141621,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,4186.9337500472075,8373.867500094415,6450.961711104277,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
14298,44,7.9847222222222225,43,352.00902777777776,359.99375,51527.3,1171.075,0.9988227521553038,9.550092802992756,38.52170557468561,1142.708724338098,44019.089036576785,13205.726710973038,12547.330124347392,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,4182.443374782464,8364.886749564928,6444.488940125811,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
16000,3,2.0229166666666667,2,0.0020833333333333333,2.025,12393.7,4131.233333333334,0.9895234440470918,4.539369110372138,18.083101459679295,2220.6937505106157,40157.03040135921,12047.10912040776,11448.963708728397,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,3816.321236242799,7632.642472485598,5918.1272077863705,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
12931,15,21.007638888888888,14,336.12083333333334,357.12847222222223,42055.96,2803.730666666667,0.9967115046013267,3.2311274827327288,13.031867142893528,3031.9316892319657,39511.73096039973,11853.519288119916,11262.561919573644,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,3754.1873065245477,7508.374613049095,5784.964283093718,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
12536,3,42.9375,2,15.977777777777778,58.915277777777774,12601.830000000002,4200.610000000001,0.9644609775285269,2.139113196727809,8.560684070916208,4562.766408300473,39060.40171084942,11718.120513254826,11135.463531326637,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,3711.821177108879,7423.642354217758,5743.571139215363,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
15749,3,234.97916666666666,2,97.01736111111111,331.99652777777777,44534.3,14844.766666666668,0.8873196815798648,0.5664031564278031,2.282791432492101,16099.502781557447,36751.80701712209,11025.542105136625,10476.006371870024,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,3492.0021239566745,6984.004247913349,5383.19429221405,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
17841,124,1.0298611111111111,123,371.8930555555556,372.92291666666665,40519.84,326.77290322580643,0.999763104222563,26.226426595526675,105.80410095651952,325.5944632472776,34449.22946029874,10334.76883808962,9819.48118959649,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,3273.1603965321633,6546.320793064327,5042.9852303633825,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
16013,47,3.0930555555555554,46,367.89375,370.9868055555556,37130.6,790.0127659574467,0.9993415466896404,9.945016702249703,40.11909248893321,798.7007920525024,32043.15094733856,9612.945284201567,9133.654603443723,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,3044.551534481241,6089.103068962482,4690.877437610659,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
13798,57,0.8743055555555556,56,370.93541666666664,371.8097222222222,37153.85,651.8219298245614,0.9995682035278406,12.052912950111777,48.62322713675824,658.3013716995022,32008.737120584403,9602.62113617532,9123.842738212612,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,3041.280912737537,6082.561825475074,4685.799506090342,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
17389,34,0.13333333333333333,33,330.74305555555554,330.87638888888887,31833.68,936.2847058823529,0.9993431242272994,7.930760701026848,31.979695726204902,966.7037723035966,30914.892495643486,9274.467748693045,8812.124694007878,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2937.374898002626,5874.749796005252,4526.867265582656,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
15838,19,10.95138888888889,18,356.1069444444444,367.05833333333334,33643.08,1770.6884210526316,0.9980585536072685,4.017077406892088,16.20377197742383,1833.9263210958636,29716.523930433134,8914.95717912994,8470.4821153296,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2823.4940384431998,5646.9880768863995,4350.515164739587,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
16422,51,16.95138888888889,50,351.93402777777777,368.8854166666667,34684.4,680.086274509804,0.9965290323061524,10.81990328929094,43.647708180083235,662.7200265973953,28926.210326020107,8677.863097806032,8245.197278549014,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2748.3990928496714,5496.798185699343,4234.624610558582,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
17404,15,3.85,14,356.12361111111113,359.9736111111111,31906.82,2127.1213333333335,0.9982632604254149,3.2137816308231026,12.96228043644697,2222.284741033793,28805.87802291696,8641.763406875089,8210.923696095899,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2736.9745653652994,5473.949130730599,4217.433820608535,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
13098,28,0.9416666666666667,27,316.01944444444445,316.9611111111111,28882.44,1031.5157142857142,0.9991497919741837,6.764518459461568,27.27231509229598,1052.658924272498,28708.445867476898,8612.533760243068,8183.215296922708,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2727.7384323075694,5455.476864615139,4204.204656437038,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
12748,209,0.020833333333333332,208,372.98055555555555,373.00138888888887,33053.19,158.14923444976077,0.9998951667815215,44.24254798026153,178.48686803607956,159.0372805356464,28386.066103782883,8515.819831134866,8091.223311454096,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2697.074437151365,5394.14887430273,4155.38948960267,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
16333,22,7.021527777777778,21,302.06180555555557,309.0833333333333,26626.8,1210.3090909090909,0.998443289567356,5.412314911003348,21.818218080463517,1231.2732857506126,26864.18906515574,8059.256719546721,7657.53428459415,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2552.51142819805,5105.0228563961,3934.385026713521,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
14680,16,24.827083333333334,15,346.20416666666665,371.03125,28754.11,1797.131875,0.9963391983397206,3.3358469796495562,13.456172738754637,1826.467761444703,24577.265699766416,7373.1797099299265,7005.570495777569,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2335.1901652591896,4670.380330518379,3598.0779616448744,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
13081,11,11.080555555555556,10,359.7319444444444,370.8125,28337.38,2576.1254545454544,0.9972078186407014,2.278003744905266,9.188577610365957,2644.9451522132986,24303.283806273095,7290.985141881928,6927.480517345213,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2309.1601724484044,4618.320344896809,3558.073847384826,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
13408,62,1.15625,61,371.9347222222222,373.0909722222222,28117.04,453.5006451612903,0.9995826266161384,13.076012878247596,52.751332295046986,445.4767589722526,23499.492542265845,7049.847762679756,6698.346583327666,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2232.7821944425555,4465.564388885111,3440.09031948301,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
17857,23,3.984027777777778,22,361.06805555555553,365.0520833333333,26879.04,1168.6539130434783,0.9987936267678539,4.902508884499639,19.775275546208956,1170.5754411733208,23148.45189682753,6944.535569048258,6598.300770581835,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2199.4335901939453,4398.867180387891,3388.954007693089,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
13868,2,6.845833333333333,1,31.15763888888889,38.00347222222222,3192.54,1596.27,0.9808463875563472,1.6974557076370418,6.781133941383397,3260.0729060854806,22106.991034840656,6632.097310452196,6302.520379216269,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2100.8401264054232,4201.6802528108465,3253.6204264976413,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
12744,7,51.06388888888889,6,266.9111111111111,317.975,21279.29,3039.8985714285714,0.9906979144242128,1.6215717636980735,6.536467071832318,3301.4234928923356,21579.64595146439,6473.893785439315,6151.203422518236,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2050.401140839412,4100.802281678824,3160.567811441164,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
13777,33,0.017361111111111112,32,372.85,372.8673611111111,25977.16,787.1866666666666,0.9993298156001479,6.93398168687344,27.972378248594055,767.5737624381973,21470.863616617724,6441.259084985319,6120.104828017079,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,2040.0349426723596,4080.0698853447193,3143.1689185329874,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
12901,28,8.113194444444444,27,261.9763888888889,270.08958333333334,17654.54,630.5192857142857,0.9983901575092464,7.744635491078277,31.20469797208309,645.2399023253774,20134.516271599798,6040.354881479938,5739.320507489212,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,1913.1068358297373,3826.2136716594746,2949.6607210535662,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
14607,14,15.09375,13,245.80069444444445,260.89444444444445,16209.5,1157.8214285714287,0.9967910468772888,3.939716840225707,15.870640658038454,1225.6128323077025,19451.260847436286,5835.378254230887,5544.580639765573,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,1848.1935465885244,3696.387093177049,2849.9090754194353,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
12753,6,22.081944444444446,5,339.9638888888889,362.04583333333335,21429.39,3571.565,0.9944149380299164,1.2378162768767944,4.991806268435227,3698.131415446793,18460.355581124542,5538.106674337362,5262.016112699965,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,1754.0053708999883,3508.0107417999766,2702.9966991463534,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
17381,29,8.035416666666666,28,363.9590277777778,371.99444444444447,20275.61,699.1589655172414,0.9986749273422295,6.094859819004256,24.58689740029545,721.2309749744768,17732.831983612516,5319.849595083755,5054.609092486908,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,1684.8696974956358,3369.7393949912716,2595.9739321397856,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
17675,31,0.7826388888888889,30,366.1951388888889,366.97777777777776,20374.28,657.2348387096774,0.999244233165952,6.60120490114252,26.62832595005805,662.5644687747206,17642.982637460318,5292.894791238095,5029.002475246929,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,1676.334158415643,3352.668316831286,2582.8895453876344,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
15039,47,9.05486111111111,46,359.00347222222223,368.05833333333334,19766.59,420.5657446808511,0.9987043764654832,10.008048234837782,40.37223104103135,418.6565472280947,16902.09885153309,5070.629655459927,4817.816318863479,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,1605.938772954493,3211.877545908986,2474.382511824585,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
13881,20,3.0,19,308.10833333333335,311.10833333333335,17159.52,857.976,0.9986800323894091,4.8876600730359385,19.70354210773198,857.2674828698925,16891.20594631633,5067.361783894899,4814.772138452277,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,1604.924046150759,3209.848092301518,2473.771582482932,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
12678,12,41.99027777777778,11,311.0861111111111,353.0763888888889,17628.46,1469.0383333333332,0.9931005950759957,2.5889704117379613,10.441170418036,1615.0166042815094,16862.663593261048,5058.799077978314,4806.598972563492,Whales,Low latent risk,VIP service and loyalty perks; avoid blanket discount,1602.199657521164,3204.399315042328,2468.9882440557526,MODEL ESTIMATE — individual Gamma-Gamma shrinkage
